"year","quarter_num","quarter","state","vehicle_type","broad_vehicle_type","fuel_type","sales"
2024,2,"Q2 2024","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","ICE",3974
2024,2,"Q2 2024","TASMANIA","Ute (4WD)","light_commercial","ICE",1324
2024,2,"Q2 2024","VICTORIA","Ute (4WD)","light_commercial","ICE",13863
2024,2,"Q2 2024","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","ICE",7649
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Van","light_commercial","ICE",66
2024,2,"Q2 2024","NEW SOUTH WALES","Van","light_commercial","ICE",2444
2024,2,"Q2 2024","NORTHERN TERRITORY","Van","light_commercial","ICE",23
2024,2,"Q2 2024","QUEENSLAND","Van","light_commercial","ICE",1250
2024,2,"Q2 2024","SOUTH AUSTRALIA","Van","light_commercial","ICE",523
2024,2,"Q2 2024","TASMANIA","Van","light_commercial","ICE",119
2024,2,"Q2 2024","VICTORIA","Van","light_commercial","ICE",2232
2024,2,"Q2 2024","WESTERN AUSTRALIA","Van","light_commercial","ICE",660
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","ICE",6
2024,2,"Q2 2024","NEW SOUTH WALES","Large Car","passenger","ICE",138
2024,2,"Q2 2024","NORTHERN TERRITORY","Large Car","passenger","ICE",1
2024,2,"Q2 2024","QUEENSLAND","Large Car","passenger","ICE",39
2024,2,"Q2 2024","SOUTH AUSTRALIA","Large Car","passenger","ICE",20
2024,2,"Q2 2024","TASMANIA","Large Car","passenger","ICE",1
2024,2,"Q2 2024","VICTORIA","Large Car","passenger","ICE",199
2024,2,"Q2 2024","WESTERN AUSTRALIA","Large Car","passenger","ICE",33
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Medium Car","passenger","ICE",55
2024,2,"Q2 2024","NEW SOUTH WALES","Medium Car","passenger","ICE",1143
2024,2,"Q2 2024","NORTHERN TERRITORY","Medium Car","passenger","ICE",12
2024,2,"Q2 2024","QUEENSLAND","Medium Car","passenger","ICE",529
2024,2,"Q2 2024","SOUTH AUSTRALIA","Medium Car","passenger","ICE",183
2024,2,"Q2 2024","TASMANIA","Medium Car","passenger","ICE",25
2024,2,"Q2 2024","VICTORIA","Medium Car","passenger","ICE",1084
2024,2,"Q2 2024","WESTERN AUSTRALIA","Medium Car","passenger","ICE",300
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Small Car","passenger","ICE",428
2024,2,"Q2 2024","NEW SOUTH WALES","Small Car","passenger","ICE",8789
2024,2,"Q2 2024","NORTHERN TERRITORY","Small Car","passenger","ICE",192
2024,2,"Q2 2024","QUEENSLAND","Small Car","passenger","ICE",5305
2024,2,"Q2 2024","SOUTH AUSTRALIA","Small Car","passenger","ICE",1754
2024,2,"Q2 2024","TASMANIA","Small Car","passenger","ICE",263
2024,2,"Q2 2024","VICTORIA","Small Car","passenger","ICE",6733
2024,2,"Q2 2024","WESTERN AUSTRALIA","Small Car","passenger","ICE",2770
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Sports Car","passenger","ICE",40
2024,2,"Q2 2024","NEW SOUTH WALES","Sports Car","passenger","ICE",882
2024,2,"Q2 2024","NORTHERN TERRITORY","Sports Car","passenger","ICE",4
2024,2,"Q2 2024","QUEENSLAND","Sports Car","passenger","ICE",463
2024,2,"Q2 2024","SOUTH AUSTRALIA","Sports Car","passenger","ICE",155
2024,2,"Q2 2024","TASMANIA","Sports Car","passenger","ICE",22
2024,2,"Q2 2024","VICTORIA","Sports Car","passenger","ICE",661
2024,2,"Q2 2024","WESTERN AUSTRALIA","Sports Car","passenger","ICE",165
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","People Mover","people_mover","ICE",54
2024,2,"Q2 2024","NEW SOUTH WALES","People Mover","people_mover","ICE",1490
2024,2,"Q2 2024","NORTHERN TERRITORY","People Mover","people_mover","ICE",24
2024,2,"Q2 2024","QUEENSLAND","People Mover","people_mover","ICE",666
2024,2,"Q2 2024","SOUTH AUSTRALIA","People Mover","people_mover","ICE",217
2024,2,"Q2 2024","TASMANIA","People Mover","people_mover","ICE",39
2024,2,"Q2 2024","VICTORIA","People Mover","people_mover","ICE",970
2024,2,"Q2 2024","WESTERN AUSTRALIA","People Mover","people_mover","ICE",241
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","ICE",481
2024,2,"Q2 2024","NEW SOUTH WALES","Large SUV","SUV","ICE",11782
2024,2,"Q2 2024","NORTHERN TERRITORY","Large SUV","SUV","ICE",323
2024,2,"Q2 2024","QUEENSLAND","Large SUV","SUV","ICE",8619
2024,2,"Q2 2024","SOUTH AUSTRALIA","Large SUV","SUV","ICE",2559
2024,2,"Q2 2024","TASMANIA","Large SUV","SUV","ICE",620
2024,2,"Q2 2024","VICTORIA","Large SUV","SUV","ICE",10898
2024,2,"Q2 2024","WESTERN AUSTRALIA","Large SUV","SUV","ICE",4153
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","ICE",491
2024,2,"Q2 2024","NEW SOUTH WALES","Medium SUV","SUV","ICE",12342
2024,2,"Q2 2024","NORTHERN TERRITORY","Medium SUV","SUV","ICE",264
2024,2,"Q2 2024","QUEENSLAND","Medium SUV","SUV","ICE",7532
2024,2,"Q2 2024","SOUTH AUSTRALIA","Medium SUV","SUV","ICE",2767
2024,2,"Q2 2024","TASMANIA","Medium SUV","SUV","ICE",660
2024,2,"Q2 2024","VICTORIA","Medium SUV","SUV","ICE",12567
2024,2,"Q2 2024","WESTERN AUSTRALIA","Medium SUV","SUV","ICE",3521
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Small SUV","SUV","ICE",590
2024,2,"Q2 2024","NEW SOUTH WALES","Small SUV","SUV","ICE",14192
2024,2,"Q2 2024","NORTHERN TERRITORY","Small SUV","SUV","ICE",383
2024,2,"Q2 2024","QUEENSLAND","Small SUV","SUV","ICE",9988
2024,2,"Q2 2024","SOUTH AUSTRALIA","Small SUV","SUV","ICE",3293
2024,2,"Q2 2024","TASMANIA","Small SUV","SUV","ICE",864
2024,2,"Q2 2024","VICTORIA","Small SUV","SUV","ICE",13227
2024,2,"Q2 2024","WESTERN AUSTRALIA","Small SUV","SUV","ICE",4636
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","NEW SOUTH WALES","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","NORTHERN TERRITORY","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","QUEENSLAND","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","TASMANIA","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","VICTORIA","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Van","light_commercial","PHEV",0
2024,2,"Q2 2024","NEW SOUTH WALES","Van","light_commercial","PHEV",0
2024,2,"Q2 2024","QUEENSLAND","Van","light_commercial","PHEV",0
2024,2,"Q2 2024","SOUTH AUSTRALIA","Van","light_commercial","PHEV",0
2024,2,"Q2 2024","TASMANIA","Van","light_commercial","PHEV",0
2024,2,"Q2 2024","VICTORIA","Van","light_commercial","PHEV",0
2024,2,"Q2 2024","WESTERN AUSTRALIA","Van","light_commercial","PHEV",0
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","PHEV",0
2024,2,"Q2 2024","NEW SOUTH WALES","Large Car","passenger","PHEV",1
2024,2,"Q2 2024","NORTHERN TERRITORY","Large Car","passenger","PHEV",0
2024,2,"Q2 2024","QUEENSLAND","Large Car","passenger","PHEV",1
2024,2,"Q2 2024","SOUTH AUSTRALIA","Large Car","passenger","PHEV",0
2024,2,"Q2 2024","TASMANIA","Large Car","passenger","PHEV",0
2024,2,"Q2 2024","VICTORIA","Large Car","passenger","PHEV",2
2024,2,"Q2 2024","WESTERN AUSTRALIA","Large Car","passenger","PHEV",0
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Medium Car","passenger","PHEV",1
2024,2,"Q2 2024","NEW SOUTH WALES","Medium Car","passenger","PHEV",49
2024,2,"Q2 2024","NORTHERN TERRITORY","Medium Car","passenger","PHEV",1
2024,2,"Q2 2024","QUEENSLAND","Medium Car","passenger","PHEV",21
2024,2,"Q2 2024","SOUTH AUSTRALIA","Medium Car","passenger","PHEV",12
2024,2,"Q2 2024","TASMANIA","Medium Car","passenger","PHEV",2
2024,2,"Q2 2024","VICTORIA","Medium Car","passenger","PHEV",42
2024,2,"Q2 2024","WESTERN AUSTRALIA","Medium Car","passenger","PHEV",5
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Small Car","passenger","PHEV",4
2024,2,"Q2 2024","NEW SOUTH WALES","Small Car","passenger","PHEV",10
2024,2,"Q2 2024","QUEENSLAND","Small Car","passenger","PHEV",3
2024,2,"Q2 2024","SOUTH AUSTRALIA","Small Car","passenger","PHEV",1
2024,2,"Q2 2024","TASMANIA","Small Car","passenger","PHEV",1
2024,2,"Q2 2024","VICTORIA","Small Car","passenger","PHEV",16
2024,2,"Q2 2024","WESTERN AUSTRALIA","Small Car","passenger","PHEV",3
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Sports Car","passenger","PHEV",0
2024,2,"Q2 2024","NEW SOUTH WALES","Sports Car","passenger","PHEV",16
2024,2,"Q2 2024","QUEENSLAND","Sports Car","passenger","PHEV",6
2024,2,"Q2 2024","SOUTH AUSTRALIA","Sports Car","passenger","PHEV",5
2024,2,"Q2 2024","TASMANIA","Sports Car","passenger","PHEV",0
2024,2,"Q2 2024","VICTORIA","Sports Car","passenger","PHEV",6
2024,2,"Q2 2024","WESTERN AUSTRALIA","Sports Car","passenger","PHEV",4
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","PHEV",8
2024,2,"Q2 2024","NEW SOUTH WALES","Large SUV","SUV","PHEV",157
2024,2,"Q2 2024","NORTHERN TERRITORY","Large SUV","SUV","PHEV",0
2024,2,"Q2 2024","QUEENSLAND","Large SUV","SUV","PHEV",69
2024,2,"Q2 2024","SOUTH AUSTRALIA","Large SUV","SUV","PHEV",18
2024,2,"Q2 2024","TASMANIA","Large SUV","SUV","PHEV",2
2024,2,"Q2 2024","VICTORIA","Large SUV","SUV","PHEV",109
2024,2,"Q2 2024","WESTERN AUSTRALIA","Large SUV","SUV","PHEV",29
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","PHEV",129
2024,2,"Q2 2024","NEW SOUTH WALES","Medium SUV","SUV","PHEV",970
2024,2,"Q2 2024","NORTHERN TERRITORY","Medium SUV","SUV","PHEV",32
2024,2,"Q2 2024","QUEENSLAND","Medium SUV","SUV","PHEV",650
2024,2,"Q2 2024","SOUTH AUSTRALIA","Medium SUV","SUV","PHEV",184
2024,2,"Q2 2024","TASMANIA","Medium SUV","SUV","PHEV",44
2024,2,"Q2 2024","VICTORIA","Medium SUV","SUV","PHEV",883
2024,2,"Q2 2024","WESTERN AUSTRALIA","Medium SUV","SUV","PHEV",292
2024,2,"Q2 2024","AUSTRALIAN CAPITAL TERRITORY","Small SUV","SUV","PHEV",49
2024,2,"Q2 2024","NEW SOUTH WALES","Small SUV","SUV","PHEV",254
2024,2,"Q2 2024","NORTHERN TERRITORY","Small SUV","SUV","PHEV",9
2024,2,"Q2 2024","QUEENSLAND","Small SUV","SUV","PHEV",173
2024,2,"Q2 2024","SOUTH AUSTRALIA","Small SUV","SUV","PHEV",77
2024,2,"Q2 2024","TASMANIA","Small SUV","SUV","PHEV",16
2024,2,"Q2 2024","VICTORIA","Small SUV","SUV","PHEV",214
2024,2,"Q2 2024","WESTERN AUSTRALIA","Small SUV","SUV","PHEV",95
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Ute (2WD)","light_commercial","BEV",0
2024,3,"Q3 2024","NEW SOUTH WALES","Ute (2WD)","light_commercial","BEV",5
2024,3,"Q3 2024","QUEENSLAND","Ute (2WD)","light_commercial","BEV",0
2024,3,"Q3 2024","SOUTH AUSTRALIA","Ute (2WD)","light_commercial","BEV",0
2024,3,"Q3 2024","VICTORIA","Ute (2WD)","light_commercial","BEV",5
2024,3,"Q3 2024","WESTERN AUSTRALIA","Ute (2WD)","light_commercial","BEV",0
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","NEW SOUTH WALES","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","NORTHERN TERRITORY","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","QUEENSLAND","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","TASMANIA","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","VICTORIA","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Van","light_commercial","BEV",1
2024,3,"Q3 2024","NEW SOUTH WALES","Van","light_commercial","BEV",42
2024,3,"Q3 2024","NORTHERN TERRITORY","Van","light_commercial","BEV",0
2024,3,"Q3 2024","QUEENSLAND","Van","light_commercial","BEV",13
2024,3,"Q3 2024","SOUTH AUSTRALIA","Van","light_commercial","BEV",2
2024,3,"Q3 2024","TASMANIA","Van","light_commercial","BEV",4
2024,3,"Q3 2024","VICTORIA","Van","light_commercial","BEV",17
2024,3,"Q3 2024","WESTERN AUSTRALIA","Van","light_commercial","BEV",7
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","BEV",3
2024,3,"Q3 2024","NEW SOUTH WALES","Large Car","passenger","BEV",59
2024,3,"Q3 2024","NORTHERN TERRITORY","Large Car","passenger","BEV",0
2024,3,"Q3 2024","QUEENSLAND","Large Car","passenger","BEV",25
2024,3,"Q3 2024","SOUTH AUSTRALIA","Large Car","passenger","BEV",9
2024,3,"Q3 2024","TASMANIA","Large Car","passenger","BEV",3
2024,3,"Q3 2024","VICTORIA","Large Car","passenger","BEV",75
2024,3,"Q3 2024","WESTERN AUSTRALIA","Large Car","passenger","BEV",11
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Medium Car","passenger","BEV",194
2024,3,"Q3 2024","NEW SOUTH WALES","Medium Car","passenger","BEV",1464
2024,3,"Q3 2024","NORTHERN TERRITORY","Medium Car","passenger","BEV",15
2024,3,"Q3 2024","QUEENSLAND","Medium Car","passenger","BEV",1230
2024,3,"Q3 2024","SOUTH AUSTRALIA","Medium Car","passenger","BEV",318
2024,3,"Q3 2024","TASMANIA","Medium Car","passenger","BEV",55
2024,3,"Q3 2024","VICTORIA","Medium Car","passenger","BEV",1518
2024,3,"Q3 2024","WESTERN AUSTRALIA","Medium Car","passenger","BEV",725
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Small Car","passenger","BEV",117
2024,3,"Q3 2024","NEW SOUTH WALES","Small Car","passenger","BEV",569
2024,3,"Q3 2024","NORTHERN TERRITORY","Small Car","passenger","BEV",13
2024,3,"Q3 2024","QUEENSLAND","Small Car","passenger","BEV",523
2024,3,"Q3 2024","SOUTH AUSTRALIA","Small Car","passenger","BEV",139
2024,3,"Q3 2024","TASMANIA","Small Car","passenger","BEV",49
2024,3,"Q3 2024","VICTORIA","Small Car","passenger","BEV",565
2024,3,"Q3 2024","WESTERN AUSTRALIA","Small Car","passenger","BEV",281
2024,3,"Q3 2024","NEW SOUTH WALES","Sports Car","passenger","BEV",0
2024,3,"Q3 2024","NORTHERN TERRITORY","Sports Car","passenger","BEV",0
2024,3,"Q3 2024","QUEENSLAND","Sports Car","passenger","BEV",1
2024,3,"Q3 2024","SOUTH AUSTRALIA","Sports Car","passenger","BEV",0
2024,3,"Q3 2024","TASMANIA","Sports Car","passenger","BEV",0
2024,3,"Q3 2024","VICTORIA","Sports Car","passenger","BEV",0
2024,3,"Q3 2024","WESTERN AUSTRALIA","Sports Car","passenger","BEV",3
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","People Mover","people_mover","BEV",0
2024,3,"Q3 2024","NEW SOUTH WALES","People Mover","people_mover","BEV",5
2024,3,"Q3 2024","NORTHERN TERRITORY","People Mover","people_mover","BEV",0
2024,3,"Q3 2024","QUEENSLAND","People Mover","people_mover","BEV",2
2024,3,"Q3 2024","SOUTH AUSTRALIA","People Mover","people_mover","BEV",0
2024,3,"Q3 2024","TASMANIA","People Mover","people_mover","BEV",0
2024,3,"Q3 2024","VICTORIA","People Mover","people_mover","BEV",2
2024,3,"Q3 2024","WESTERN AUSTRALIA","People Mover","people_mover","BEV",1
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","BEV",32
2024,3,"Q3 2024","NEW SOUTH WALES","Large SUV","SUV","BEV",389
2024,3,"Q3 2024","NORTHERN TERRITORY","Large SUV","SUV","BEV",7
2024,3,"Q3 2024","QUEENSLAND","Large SUV","SUV","BEV",260
2024,3,"Q3 2024","SOUTH AUSTRALIA","Large SUV","SUV","BEV",46
2024,3,"Q3 2024","TASMANIA","Large SUV","SUV","BEV",17
2024,3,"Q3 2024","VICTORIA","Large SUV","SUV","BEV",468
2024,3,"Q3 2024","WESTERN AUSTRALIA","Large SUV","SUV","BEV",69
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","BEV",247
2024,3,"Q3 2024","NEW SOUTH WALES","Medium SUV","SUV","BEV",1531
2024,3,"Q3 2024","NORTHERN TERRITORY","Medium SUV","SUV","BEV",20
2024,3,"Q3 2024","QUEENSLAND","Medium SUV","SUV","BEV",1479
2024,3,"Q3 2024","SOUTH AUSTRALIA","Medium SUV","SUV","BEV",308
2024,3,"Q3 2024","TASMANIA","Medium SUV","SUV","BEV",78
2024,3,"Q3 2024","VICTORIA","Medium SUV","SUV","BEV",1676
2024,3,"Q3 2024","WESTERN AUSTRALIA","Medium SUV","SUV","BEV",896
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Small SUV","SUV","BEV",119
2024,3,"Q3 2024","NEW SOUTH WALES","Small SUV","SUV","BEV",1108
2024,3,"Q3 2024","NORTHERN TERRITORY","Small SUV","SUV","BEV",5
2024,3,"Q3 2024","QUEENSLAND","Small SUV","SUV","BEV",652
2024,3,"Q3 2024","SOUTH AUSTRALIA","Small SUV","SUV","BEV",210
2024,3,"Q3 2024","TASMANIA","Small SUV","SUV","BEV",58
2024,3,"Q3 2024","VICTORIA","Small SUV","SUV","BEV",983
2024,3,"Q3 2024","WESTERN AUSTRALIA","Small SUV","SUV","BEV",329
2024,3,"Q3 2024","NEW SOUTH WALES","Large Car","passenger","FCEV",3
2024,3,"Q3 2024","VICTORIA","Large Car","passenger","FCEV",0
2024,3,"Q3 2024","NEW SOUTH WALES","Medium SUV","SUV","FCEV",0
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","light_commercial","HEV",0
2024,3,"Q3 2024","NEW SOUTH WALES","Ute (4WD)","light_commercial","HEV",51
2024,3,"Q3 2024","NORTHERN TERRITORY","Ute (4WD)","light_commercial","HEV",3
2024,3,"Q3 2024","QUEENSLAND","Ute (4WD)","light_commercial","HEV",67
2024,3,"Q3 2024","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","HEV",5
2024,3,"Q3 2024","TASMANIA","Ute (4WD)","light_commercial","HEV",2
2024,3,"Q3 2024","VICTORIA","Ute (4WD)","light_commercial","HEV",45
2024,3,"Q3 2024","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","HEV",37
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","HEV",0
2024,3,"Q3 2024","NEW SOUTH WALES","Large Car","passenger","HEV",1
2024,3,"Q3 2024","NORTHERN TERRITORY","Large Car","passenger","HEV",0
2024,3,"Q3 2024","QUEENSLAND","Large Car","passenger","HEV",0
2024,3,"Q3 2024","SOUTH AUSTRALIA","Large Car","passenger","HEV",0
2024,3,"Q3 2024","VICTORIA","Large Car","passenger","HEV",1
2024,3,"Q3 2024","WESTERN AUSTRALIA","Large Car","passenger","HEV",0
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Medium Car","passenger","HEV",34
2024,3,"Q3 2024","NEW SOUTH WALES","Medium Car","passenger","HEV",1195
2024,3,"Q3 2024","NORTHERN TERRITORY","Medium Car","passenger","HEV",15
2024,3,"Q3 2024","QUEENSLAND","Medium Car","passenger","HEV",414
2024,3,"Q3 2024","SOUTH AUSTRALIA","Medium Car","passenger","HEV",330
2024,3,"Q3 2024","TASMANIA","Medium Car","passenger","HEV",37
2024,3,"Q3 2024","VICTORIA","Medium Car","passenger","HEV",795
2024,3,"Q3 2024","WESTERN AUSTRALIA","Medium Car","passenger","HEV",260
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Small Car","passenger","HEV",81
2024,3,"Q3 2024","NEW SOUTH WALES","Small Car","passenger","HEV",2218
2024,3,"Q3 2024","NORTHERN TERRITORY","Small Car","passenger","HEV",107
2024,3,"Q3 2024","QUEENSLAND","Small Car","passenger","HEV",1378
2024,3,"Q3 2024","SOUTH AUSTRALIA","Small Car","passenger","HEV",542
2024,3,"Q3 2024","TASMANIA","Small Car","passenger","HEV",91
2024,3,"Q3 2024","VICTORIA","Small Car","passenger","HEV",1393
2024,3,"Q3 2024","WESTERN AUSTRALIA","Small Car","passenger","HEV",682
2024,3,"Q3 2024","NEW SOUTH WALES","Sports Car","passenger","HEV",0
2024,3,"Q3 2024","QUEENSLAND","Sports Car","passenger","HEV",1
2024,3,"Q3 2024","SOUTH AUSTRALIA","Sports Car","passenger","HEV",0
2024,3,"Q3 2024","VICTORIA","Sports Car","passenger","HEV",1
2024,3,"Q3 2024","WESTERN AUSTRALIA","Sports Car","passenger","HEV",1
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","People Mover","people_mover","HEV",6
2024,3,"Q3 2024","NEW SOUTH WALES","People Mover","people_mover","HEV",205
2024,3,"Q3 2024","NORTHERN TERRITORY","People Mover","people_mover","HEV",0
2024,3,"Q3 2024","QUEENSLAND","People Mover","people_mover","HEV",63
2024,3,"Q3 2024","SOUTH AUSTRALIA","People Mover","people_mover","HEV",16
2024,3,"Q3 2024","TASMANIA","People Mover","people_mover","HEV",1
2024,3,"Q3 2024","VICTORIA","People Mover","people_mover","HEV",96
2024,3,"Q3 2024","WESTERN AUSTRALIA","People Mover","people_mover","HEV",28
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","HEV",93
2024,3,"Q3 2024","NEW SOUTH WALES","Large SUV","SUV","HEV",1969
2024,3,"Q3 2024","NORTHERN TERRITORY","Large SUV","SUV","HEV",59
2024,3,"Q3 2024","QUEENSLAND","Large SUV","SUV","HEV",1137
2024,3,"Q3 2024","SOUTH AUSTRALIA","Large SUV","SUV","HEV",478
2024,3,"Q3 2024","TASMANIA","Large SUV","SUV","HEV",78
2024,3,"Q3 2024","VICTORIA","Large SUV","SUV","HEV",1732
2024,3,"Q3 2024","WESTERN AUSTRALIA","Large SUV","SUV","HEV",587
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","HEV",422
2024,3,"Q3 2024","NEW SOUTH WALES","Medium SUV","SUV","HEV",7593
2024,3,"Q3 2024","NORTHERN TERRITORY","Medium SUV","SUV","HEV",179
2024,3,"Q3 2024","QUEENSLAND","Medium SUV","SUV","HEV",4829
2024,3,"Q3 2024","SOUTH AUSTRALIA","Medium SUV","SUV","HEV",1825
2024,3,"Q3 2024","TASMANIA","Medium SUV","SUV","HEV",363
2024,3,"Q3 2024","VICTORIA","Medium SUV","SUV","HEV",6021
2024,3,"Q3 2024","WESTERN AUSTRALIA","Medium SUV","SUV","HEV",2339
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Small SUV","SUV","HEV",192
2024,3,"Q3 2024","NEW SOUTH WALES","Small SUV","SUV","HEV",2574
2024,3,"Q3 2024","NORTHERN TERRITORY","Small SUV","SUV","HEV",57
2024,3,"Q3 2024","QUEENSLAND","Small SUV","SUV","HEV",1919
2024,3,"Q3 2024","SOUTH AUSTRALIA","Small SUV","SUV","HEV",681
2024,3,"Q3 2024","TASMANIA","Small SUV","SUV","HEV",126
2024,3,"Q3 2024","VICTORIA","Small SUV","SUV","HEV",2079
2024,3,"Q3 2024","WESTERN AUSTRALIA","Small SUV","SUV","HEV",748
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Ute (2WD)","light_commercial","ICE",55
2024,3,"Q3 2024","NEW SOUTH WALES","Ute (2WD)","light_commercial","ICE",1931
2024,3,"Q3 2024","NORTHERN TERRITORY","Ute (2WD)","light_commercial","ICE",99
2024,3,"Q3 2024","QUEENSLAND","Ute (2WD)","light_commercial","ICE",1521
2024,3,"Q3 2024","SOUTH AUSTRALIA","Ute (2WD)","light_commercial","ICE",386
2024,3,"Q3 2024","TASMANIA","Ute (2WD)","light_commercial","ICE",91
2024,3,"Q3 2024","VICTORIA","Ute (2WD)","light_commercial","ICE",1598
2024,3,"Q3 2024","WESTERN AUSTRALIA","Ute (2WD)","light_commercial","ICE",633
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","light_commercial","ICE",468
2024,3,"Q3 2024","NEW SOUTH WALES","Ute (4WD)","light_commercial","ICE",14430
2024,3,"Q3 2024","NORTHERN TERRITORY","Ute (4WD)","light_commercial","ICE",853
2024,3,"Q3 2024","QUEENSLAND","Ute (4WD)","light_commercial","ICE",13488
2024,3,"Q3 2024","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","ICE",3234
2024,3,"Q3 2024","TASMANIA","Ute (4WD)","light_commercial","ICE",1035
2024,3,"Q3 2024","VICTORIA","Ute (4WD)","light_commercial","ICE",11333
2024,3,"Q3 2024","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","ICE",6606
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Van","light_commercial","ICE",68
2024,3,"Q3 2024","NEW SOUTH WALES","Van","light_commercial","ICE",2417
2024,3,"Q3 2024","NORTHERN TERRITORY","Van","light_commercial","ICE",46
2024,3,"Q3 2024","QUEENSLAND","Van","light_commercial","ICE",1183
2024,3,"Q3 2024","SOUTH AUSTRALIA","Van","light_commercial","ICE",435
2024,3,"Q3 2024","TASMANIA","Van","light_commercial","ICE",73
2024,3,"Q3 2024","VICTORIA","Van","light_commercial","ICE",1689
2024,3,"Q3 2024","WESTERN AUSTRALIA","Van","light_commercial","ICE",590
2024,3,"Q3 2024","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","ICE",8
2024,3,"Q3 2024","NEW SOUTH WALES","Large Car","passenger","ICE",148
2024,3,"Q3 2024","NORTHERN TERRITORY","Large Car","passenger","ICE",1
2024,3,"Q3 2024","QUEENSLAND","Large Car","passenger","ICE",61
2024,3,"Q3 2024","SOUTH AUSTRALIA","Large Car","passenger","ICE",19
2024,3,"Q3 2024","TASMANIA","Large Car","passenger","ICE",4
