"manufacturer_id","vehicle_class_id","fuel_type_id","source_id","query_year","vehicle_display_id","model","body","engine","transmission","drivetrain","tailpipe_co2_comb_g_km","tailpipe_co2_urban_g_km","tailpipe_co2_extra_g_km","annual_fuel_cost_aud","fuel_consumption_comb_l_100km","fuel_consumption_urban_l_100km","fuel_consumption_extra_l_100km","energy_consumption_wh_km","electric_range_km","air_pollution_standard","annual_tailpipe_co2_tonnes","fuel_lifecycle_co2_g_km","noise_data","test_cycle","source_url","raw_html_path","fuel_type_label","powertrain_group","vehicle_class_label","manufacturer_label"
NA,NA,16,"gvg_current_search",2025,"35536","GWM Cannon Alpha 2.0T PHEV 9HAT 4WD","4 door 5 seat Utility","2L 4cyl Turbo Plug-in Electric/Petrol 91RON","9 spd Auto","4WD",39,NA,NA,1986,1.7,NA,NA,303,115,"Euro 5",0.55,258,"85 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"37740","GWM Haval H6 PHEV 2WD","4 door 5 seat SUV","1.5L 4cyl Turbo Plug-in Electric/Petrol 91RON","3 spd Auto","2WD",22,NA,NA,1198,1,NA,NA,184,106,"Euro 5",0.31,156,"76 dBA <br/>@ 3750 rpm","NEDC","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"37741","GWM Haval H6 PHEV 4WD","4 door 5 seat SUV","1.5L 4cyl Turbo Plug-in Electric/Petrol 91RON","6 spd Auto","4WD",25,NA,NA,1235,1.1,NA,NA,186,100,"Euro 5",0.35,160,"77 dBA <br/>@ 3750 rpm","NEDC","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"37253","Jaecoo J7 PHEV SHS 2WD","4 door 5 seat SUV","1.5L 4cyl Turbo Plug-in Electric/Petrol 91RON","1 spd Auto","2WD",31,NA,NA,1072,1,NA,NA,159,106,"Euro 6",0.43,139,"76 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"31289","Kia 2021 Niro S","4 door 5 seat Wagon","1.6L 4cyl N/A Plug-in Electric/Petrol 91RON","6 spd Other","2WD",29,NA,NA,845,1.3,NA,NA,98,58,"Euro 5",0.41,105,"81 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"31290","Kia 2021 Niro Sport","4 door 5 seat Wagon","1.6L 4cyl N/A Plug-in Electric/Petrol 91RON","6 spd Other","2WD",29,NA,NA,845,1.3,NA,NA,98,58,"Euro 5",0.41,105,"81 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"32008","Kia 2022 Niro PHEV (16 Inch Wheels)","4 door 5 seat SUV","1.6L 4cyl N/A Plug-in Electric/Petrol 91RON","6 spd Auto","2WD",23,NA,NA,1112,1,NA,NA,167,59,"Euro 6",0.32,144,"70 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"32009","Kia 2022 Niro PHEV (18 Inch Wheels)","4 door 5 seat SUV","1.6L 4cyl N/A Plug-in Electric/Petrol 91RON","6 spd Auto","2WD",23,NA,NA,1112,1,NA,NA,167,59,"Euro 6",0.32,144,"70 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"34048","Kia 2024 Sorento GT-Line PHEV","4 door 7 seat Wagon","1.6L 4cyl Turbo Plug-in Electric/Petrol 91RON","6 spd Auto","4WD",37,NA,NA,1350,1.6,NA,NA,182,55,"Euro 6",0.52,172,"73 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"31858","Kia Sorento GT-Line PHEV","4 door 7 seat Wagon","1.6L 4cyl Turbo Plug-in Electric/Petrol 91RON","6 spd Auto","4WD",36,NA,NA,1244,1.6,NA,NA,161,68,"Euro 6",0.5,158,"73 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"37295","Leapmotor C10 Style/Design REEV Ultra Hybrid","4 door 5 seat SUV","1.5L 4cyl Plug-in Electric/Petrol 91RON","1 spd Auto","2WD",21,NA,NA,1009,0.9,NA,NA,152,170,"Euro 6",0.29,131,"62 dBA <br/>@ 843 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"32401","Mazda CX-60 PHEV","4 door 5 seat SUV","2.5L 4cyl Plug-in Electric/Petrol 91RON","8 spd Auto","4WD",49,NA,NA,1313,2.1,NA,NA,148,76,"Euro 5",0.69,163,"74 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"34199","Mazda CX-80","4 door 7 seat SUV","2.5L 4cyl Plug-in Electric/Petrol 91RON","8 spd Auto","4WD",64,NA,NA,1727,2.7,NA,NA,198,65,"Euro 5",0.9,215,"74 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"33622","Mitsubishi 24MY Eclipse Cross ASPIRE PHEV","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",43,NA,NA,1360,1.9,NA,NA,168,55,"Euro 6",0.6,171,"75 dBA <br/>@ 3375 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"33620","Mitsubishi 24MY Eclipse Cross ES PHEV","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",43,NA,NA,1360,1.9,NA,NA,168,55,"Euro 6",0.6,171,"75 dBA <br/>@ 3375 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"33621","Mitsubishi 24MY Eclipse Cross EXCEED PHEV","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",43,NA,NA,1360,1.9,NA,NA,168,55,"Euro 6",0.6,171,"75 dBA <br/>@ 3375 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"35463","Mitsubishi 24MY Eclipse Cross GSR PHEV","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",43,NA,NA,1360,1.9,NA,NA,168,55,"Euro 6",0.6,171,"75 dBA <br/>@ 3375 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"35462","Mitsubishi 24MY Eclipse Cross XLS PHEV","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",43,NA,NA,1360,1.9,NA,NA,168,55,"Euro 6",0.6,171,"75 dBA <br/>@ 3375 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"35464","Mitsubishi 24MY Eclipse Cross XLS PLUS PHEV","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",43,NA,NA,1360,1.9,NA,NA,168,55,"Euro 6",0.6,171,"75 dBA <br/>@ 3375 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"32592","Mitsubishi 24MY Outlander PHEV ASPIRE","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",35,NA,NA,1373,1.5,NA,NA,192,84,"Euro 6",0.49,176,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"32591","Mitsubishi 24MY Outlander PHEV ES","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",35,NA,NA,1373,1.5,NA,NA,192,84,"Euro 6",0.49,176,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"32593","Mitsubishi 24MY Outlander PHEV EXCEED","4 door 7 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",35,NA,NA,1373,1.5,NA,NA,192,84,"Euro 6",0.49,176,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"32594","Mitsubishi 24MY Outlander PHEV EXCEED TOURER","4 door 7 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",35,NA,NA,1373,1.5,NA,NA,192,84,"Euro 6",0.49,176,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"33771","Mitsubishi 24MY Outlander PHEV GSR","4 door 7 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",35,NA,NA,1373,1.5,NA,NA,192,84,"Euro 6",0.49,176,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"36880","Mitsubishi 25MY Outlander PHEV ASPIRE","4 door 7 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",27,NA,NA,1373,1.2,NA,NA,208,103,"Euro 6",0.38,178,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"36879","Mitsubishi 25MY Outlander PHEV ES","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",27,NA,NA,1373,1.2,NA,NA,208,103,"Euro 6",0.38,178,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"36881","Mitsubishi 25MY Outlander PHEV EXCEED","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",27,NA,NA,1373,1.2,NA,NA,208,103,"Euro 6",0.38,178,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,16,"gvg_current_search",2025,"36882","Mitsubishi 25MY Outlander PHEV EXCEED TOURER","4 door 5 seat SUV","2.4L 4cyl Plug-in Electric/Petrol 91RON","1 spd Other","4WD",27,NA,NA,1373,1.2,NA,NA,208,103,"Euro 6",0.38,178,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel16_allclass_allmake.html","Plug-in Electric/Petrol 91RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"32440","Alfa Romeo Tonale PHEV","4 door 5 seat SUV","1.3L 4cyl Turbo Plug-in Electric/Petrol 95RON","6 spd Auto","4WD",33,NA,NA,1654,1.5,NA,NA,241,61,"Euro 6",0.46,210,"74 dBA <br/>@ 3000 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"28156","Audi A3 Sportback e-tron 16 Inch Wheel","4 door 5 seat Hatch","1.4L 4cyl Turbo Plug-in Electric/Petrol 95RON","6 spd Auto","2WD",35,NA,104,1093,1.6,NA,4.6,124,49,"Euro 6",0.49,132,"78 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"28157","Audi A3 Sportback e-tron 17 Inch Wheel","4 door 5 seat Hatch","1.4L 4cyl Turbo Plug-in Electric/Petrol 95RON","6 spd Auto","2WD",39,NA,110,1143,1.7,NA,4.7,128,47,"Euro 6",0.55,138,"78 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"28158","Audi A3 Sportback e-tron 18 Inch Wheel","4 door 5 seat Hatch","1.4L 4cyl Turbo Plug-in Electric/Petrol 95RON","6 spd Auto","2WD",41,NA,116,1202,1.8,NA,4.9,134,46,"Euro 6",0.57,145,"78 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"36968","Audi A5 Avant e-hybrid quattro","4 door 5 seat Wagon","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","7 spd Auto","4WD",60,NA,NA,1557,2.6,NA,NA,158,95,"Euro 6",0.84,184,"71 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"36969","Audi A5 Sedan e-hybrid quattro","4 door 5 seat Sedan","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","7 spd Auto","4WD",60,NA,NA,1552,2.6,NA,NA,157,97,"Euro 6",0.84,184,"71 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"32354","Audi Q5 55 TFSIe quattro S-tronic","4 door 5 seat SUV","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","7 spd Auto","4WD",45,NA,NA,1785,2,NA,NA,238,55,"Euro 6",0.63,222,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"32355","Audi Q5 Sportback 55 TFSIe quattro S-tronic","4 door 5 seat SUV","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","7 spd Auto","4WD",45,NA,NA,1785,2,NA,NA,238,55,"Euro 6",0.63,222,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"32466","Audi Q5 Sportback 55 TFSIe quattro S-tronic","4 door 5 seat SUV","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","7 spd Auto","4WD",45,NA,NA,1785,2,NA,NA,238,55,"Euro 6",0.63,222,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"32465","Audi Q5 Sportback 55 TFSIe quattro S-tronic 21 inch wheel","4 door 5 seat SUV","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","7 spd Auto","4WD",45,NA,NA,1785,2,NA,NA,238,55,"Euro 6",0.63,222,"72 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"37094","Audi Q5 Sportback e-HYBRID quattro 270kW S tronic","4 door 5 seat SUV","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","7 spd Auto","4WD",75,NA,NA,1812,3.3,NA,NA,168,82,"Euro 6",1.05,212,"73 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"37095","Audi Q5 SUV e-HYBRID quattro 270kW S tronic","4 door 5 seat SUV","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","7 spd Auto","4WD",76,NA,NA,1817,3.3,NA,NA,169,82,"Euro 6",1.06,212,"73 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"34355","Audi Q8 60 TFSIe quattro","4 door 5 seat SUV","3L 6cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","4WD",40,NA,NA,2109,1.8,NA,NA,314,74,"Euro 6",0.56,269,"74 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"35478","Audi Q8 60 TFSIe quattro","4 door 5 seat SUV","3L 6cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","4WD",40,NA,NA,2109,1.8,NA,NA,314,74,"Euro 6",0.56,269,"74 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"32467","Audi Q8 60 TFSIe quattro Tiptronic 21 Inch Wheel","4 door 5 seat SUV","3L 6cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","4WD",60,NA,NA,1819,2.6,NA,NA,210,59,"Euro 6",0.84,220,"73 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"32468","Audi Q8 60 TFSIe quattro Tiptronic 22 Inch Wheel","4 door 5 seat SUV","3L 6cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","4WD",61,NA,NA,1853,2.7,NA,NA,211,59,"Euro 6",0.85,224,"73 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"30777","BMW G01 X3 xDrive30e","4 door 5 seat Wagon","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","4WD",64,183,NA,1742,2.8,8,NA,183,46,"Euro 6",0.9,207,"78 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"30811","BMW G05 X5 xDrive45e","4 door 5 seat SUV","3L 6cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","4WD",56,229,NA,1968,2.3,9.6,NA,257,80,"Euro 6",0.78,244,"80 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"32405","BMW G05 X5 xDrive50e","4 door 5 seat Wagon","3L 6cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","4WD",41,206,NA,1886,1.9,9.1,NA,264,101,"Euro 6",0.57,237,"78 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"31052","BMW G11 7 Series 745e","4 door 5 seat Sedan","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","2WD",46,NA,179,1584,2.4,NA,7.5,175,52,"Euro 6",0.64,190,"78 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"31084","BMW G30 5 Series 530e","4 door 5 seat Sedan","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","2WD",53,166,NA,1560,2.3,7.3,NA,176,54,"Euro 6",0.74,188,"83 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"34224","BMW G45 X3 30e xDrive","4 door 5 seat Wagon","2L 4cyl Turbo Plug-in Electric/Petrol 95RON","8 spd Auto","4WD",38,174,NA,1622,1.6,7.6,NA,229,91,"Euro 6",0.53,204,"76 dBA <br/>@ 3750 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"29876","BMW I01 i3 i3 REX 120 Ah","4 door 4 seat Sedan","0.6L Electric Plug-in Electric/Petrol 95RON","1 spd Other","2WD",13,130,3,826,0.6,5.7,0.2,129,290,"Euro 6",0.18,106,"78 dBA <br/>@ 2800 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"29877","BMW I01 i3 i3s REX 120 Ah","4 door 4 seat Sedan","0.6L Electric Plug-in Electric/Petrol 95RON","1 spd Other","2WD",14,135,3,860,0.7,5.9,0.2,130,285,"Euro 6",0.2,110,"78 dBA <br/>@ 2800 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"29856","BMW I01 i3 REX 94 Ah","4 door 4 seat Sedan","0.6L Electric Plug-in Electric/Petrol 95RON","1 spd Other","2WD",14,128,1,775,0.6,5.7,0.1,119,225,"Euro 6",0.2,100,"78 dBA <br/>@ 2800 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
NA,NA,17,"gvg_current_search",2025,"29838","BMW I01 i3s REX 94 Ah","4 door 4 seat Sedan","0.6L Electric Plug-in Electric/Petrol 95RON","1 spd Other","2WD",15,128,2,835,0.7,5.6,0.1,125,220,"Euro 6",0.21,107,"78 dBA <br/>@ 2800 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel17_allclass_allmake.html","Plug-in Electric/Petrol 95RON","PHEV",NA,NA
