VEHICLE_ID,MANUFACTURER,MODEL,YEAR,TRANSMISSION,BODY_STYLE,FUEL,TYPE_OF_CAR,CITY_CYCLE,HIGHWAY_CYCLE,FUEL_SYSTEM,ENGINE_DISPLACEMENT,ENGINE_DISPLACEMENT_COMMENT,NO_CYLINDERS,NO_GEAR_RATIOS,SEATING_CAPACITY,AXLE_RATIO,ADR8101_CYCLE
209,Nissan,300 ZX Auto. Coupe 2dr,1986,auto,Coupe,petrol,Passenger,14,9.5,I,3,,6,4,4,3.55,
210,Nissan,300 ZX Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,13.5,9,I,3,,6,5,4,3.55,
211,Nissan,Brougham Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12.5,9.5,I,3,,6,5,5,3.89,
212,Nissan,Gazelle Auto. Coupe 2dr,1986,auto,Coupe,petrol,Passenger,10.5,7.6,I,2,,4,4,4,4.11,
213,Nissan,Gazelle Auto. Liftback 2dr,1986,auto,Hatch,petrol,Passenger,10.5,7.6,I,2,,4,4,4,4.11,
214,Nissan,Gazelle Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,10,7.4,I,2,,4,5,4,4.11,
215,Nissan,Gazelle Man. Liftback 2dr,1986,man,Hatch,petrol,Passenger,10,7.4,I,2,,4,5,4,4.11,
216,Nissan,Pintara Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11,8.4,I,2,,4,4,5,4.11,
217,Nissan,Pintara Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,11,8.5,I,2,,4,4,5,4.11,
218,Nissan,Pintara Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10,7.6,I,2,,4,5,5,4.11,
219,Nissan,Pintara Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,10,7.6,I,2,,4,5,5,4.11,
220,Nissan,Pulsar Auto. Hatchback 4dr,1986,auto,Hatch,petrol,Passenger,9,7.4,C,1.6,,4,3,5,3.48,
221,Nissan,Pulsar Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9,7.4,C,1.6,,4,3,5,3.48,
222,Nissan,Pulsar ET Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,8,6,I,1.5,,4,5,5,3.89,
223,Nissan,Pulsar EXA Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,7.8,6,I,1.5,,4,5,5,3.89,
224,Nissan,Pulsar Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,8.5,6,C,1.6,,4,5,5,3.89,
225,Nissan,Pulsar Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,8.5,6,C,1.6,,4,5,5,3.89,
226,Nissan,Skyline Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12,8.5,I,3,,6,4,5,3.89,
227,Nissan,Skyline Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,12,8.5,I,3,,6,4,5,3.89,
228,Nissan,Skyline Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11.5,8.5,I,3,,6,5,5,3.70,
229,Nissan,Skyline Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,11.5,8.5,I,3,,6,5,5,3.70,
230,Peugeot,505 GTI Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11.5,8,I,2.2,,4,4,5,4.63,
231,Peugeot,505 GTI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11.5,7.8,I,2.2,,4,5,5,4.11,
232,Peugeot,505 SLI Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,11.5,10,I,2,,4,3,8,4.22,
233,Peugeot,505 SLI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11.5,8,I,2,,4,5,5,4.11,
234,Peugeot,505 SLI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11,9,I,2,,4,3,5,4.11,
235,Rolls Royce,Silver Spirit Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,27,20,I,6.8,,8,3,5,3.08,
236,Rolls Royce,Silver Spur Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,27,20,I,6.8,,8,3,5,3.08,
237,Rover,3500 Vanden Plas Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,14.5,10,I,3.5,,8,3,5,3.08,
238,Rover,3500 Vanden Plas Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,14,9.5,I,3.5,,8,5,5,3.45,
239,Rover,416i Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9,7,I,1.6,,4,4,5,4.21,
240,Rover,416i Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,8,6.8,I,1.6,,4,5,5,4.06,
241,Saab,900 Auto. Sedan 2dr,1986,auto,Sedan,petrol,Passenger,11,8,I,2,,4,3,5,3.67,
242,Saab,900 Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11,8,I,2,,4,3,5,3.67,
243,Saab,900 Auto. Sedan 5dr,1986,auto,Sedan,petrol,Passenger,11,8,I,2,,4,3,5,3.67,
244,Saab,900 EMS 16V Auto. Sedan 2dr,1986,auto,Sedan,petrol,Passenger,11,8.5,I,2,,4,3,5,3.67,
245,Saab,900 EMS 16V Man. Sedan 2dr,1986,man,Sedan,petrol,Passenger,11,7.4,I,2,,4,5,5,3.67,
246,Saab,900 Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,10,6.4,I,2,,4,5,5,3.67,
247,Saab,900 Man. Coupe 4dr,1986,man,Coupe,petrol,Passenger,10,6.4,I,2,,4,5,5,3.67,
248,Saab,900 Man. Coupe 5dr,1986,man,Coupe,petrol,Passenger,10,6.4,I,2,,4,5,5,3.67,
249,Saab,900 Turbo Auto. Sedan 3dr,1986,auto,Sedan,petrol,Passenger,12,8,I,2,,4,3,5,3.67,
250,Saab,900 Turbo Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12,8,I,2,,4,3,5,3.67,
251,Saab,900 Turbo Auto. Sedan 5dr,1986,auto,Sedan,petrol,Passenger,12,8,I,2,,4,3,5,3.67,
252,Saab,900 Turbo Man. Sedan 3dr,1986,man,Sedan,petrol,Passenger,11.5,7.4,I,2,,4,5,5,3.67,
253,Saab,900 Turbo Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11.5,7.4,I,2,,4,5,5,3.67,
254,Saab,900 Turbo Man. Sedan 5dr,1986,man,Sedan,petrol,Passenger,11.5,7.4,I,2,,4,5,5,3.67,
255,Saab,9000 16V Turbo Man. Sedan 5dr,1986,man,Sedan,petrol,Passenger,10,7,I,2,,4,5,5,4.21,
256,Subaru,L(DL) Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,10,7.2,C,1.8,,4,5,5,3.90,
257,Subaru,L(DL) Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9.5,6.6,C,1.8,,4,5,5,3.70,
258,Subaru,L(GL) Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10,8,C,1.8,,4,3,5,0.974x3.45,
259,Subaru,L(GL) Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,10.5,8,C,1.8,,4,3,5,0.974x3.45,
260,Subaru,L(GL) Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9.5,6.8,C,1.8,,4,5,5,3.70,
261,Subaru,L(GL) Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,10,6.8,C,1.8,,4,5,5,3.70,
262,Subaru,L4WD RX Turbo Man. Sedan 4dr,1986,man,Sedan,petrol,4WD,10,7.2,I,1.8,,4,5,5,3.70,
263,Subaru,L4WD Turbo Auto. Sedan 4dr,1986,auto,Sedan,petrol,4WD,11,8.5,I,1.8,,4,3,5,0.933x3.45,
264,Subaru,L4WD(GL) Auto. Sedan 4dr,1986,auto,Sedan,petrol,4WD,10.5,8.5,C,1.8,,4,3,5,1.026x3.45,
265,Subaru,L4WD(GL) Auto. Wagon 4dr,1986,auto,Wagon,petrol,4WD,11.5,8.5,C,1.8,,4,3,5,1.026x3.45,
266,Subaru,L4WD(GL) Man. Sedan 4dr,1986,man,Sedan,petrol,4WD,10,7.2,C,1.8,,4,5,5,3.90,
267,Subaru,L4WD(GL) Man. Wagon 4dr,1986,man,Wagon,petrol,4WD,10.5,7.4,C,1.8,,4,5,5,3.90,
268,Subaru,Vortex Auto. Hardtop 2dr,1986,auto,Coupe,petrol,Passenger,10,8,I,1.8,,4,3,4,0.974x3.70,
269,Subaru,Vortex Man. Hardtop 2dr,1986,man,Coupe,petrol,Passenger,9.5,7,I,1.8,,4,5,5,3.90,
270,Subaru,Vortex Turbo Man. Hardtop 2dr,1986,man,Coupe,petrol,Passenger,9.5,7,I,1.8,,4,5,4,3.45,
271,Suzuki,Swift 1.0 Auto. Sedan 3dr,1986,auto,Sedan,petrol,Passenger,6.2,5.4,C,1,,3,3,5,3.95,
272,Suzuki,Swift 1.0 Man. Sedan 3dr,1986,man,Sedan,petrol,Passenger,5.8,4.4,C,1,,3,5,5,4.11,
273,Suzuki,Swift 1.3GTi Twin Cam Man. Sedan 3dr,1986,man,Sedan,petrol,Passenger,7.8,5.6,I,1.3,,4,5,5,4.11,
274,Toyota,Camry Auto. Liftback 5dr,1986,auto,Hatch,petrol,Passenger,9.5,6.8,I,2,,4,4,5,3.53,
275,Toyota,Camry Man. Liftback 5dr,1986,man,Hatch,petrol,Passenger,9,6.4,I,2,,4,5,5,3.74,
276,Toyota,Celica Auto. Liftback 2dr,1986,auto,Hatch,petrol,Passenger,9.5,6.8,I,2,,4,4,4,3.73,
277,Toyota,Celica Man. Liftback 2dr,1986,man,Hatch,petrol,Passenger,9.5,6.8,I,2,,4,5,4,4.18,
278,Toyota,Corolla Auto. Hatchback 5dr,1986,auto,Hatch,petrol,Passenger,8.5,6.8,C,1.3,,4,3,5,3.57,
279,Toyota,Corolla Auto. Hatchback 5dr,1986,auto,Hatch,petrol,Passenger,8.5,6.8,C,1.6,,4,3,5,3.33,
280,Toyota,Corolla Auto. Liftback 5dr,1986,auto,Hatch,petrol,Passenger,8.5,6.8,C,1.6,,4,3,5,3.33,
281,Toyota,Corolla Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,8.5,6.8,C,1.6,,4,3,5,3.33,
282,Toyota,Corolla Man. Hatchback 5dr,1986,man,Hatch,petrol,Passenger,7.6,6,C,1.3,,4,4,5,4.06,
283,Toyota,Corolla Man. Hatchback 5dr,1986,man,Hatch,petrol,Passenger,8,6.4,C,1.6,,4,5,5,4.06,
284,Toyota,Corolla Man. Hatchback 5dr,1986,man,Hatch,petrol,Passenger,8,6.4,I,1.6,,4,5,5,4.31,
285,Toyota,Corolla Man. Liftback 5dr,1986,man,Hatch,petrol,Passenger,8,6.4,C,1.6,,4,5,5,4.06,
286,Toyota,Corolla Man. Liftback 5dr,1986,man,Hatch,petrol,Passenger,8,6.4,I,1.6,,4,5,5,4.31,
287,Toyota,Corolla Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,7.6,6,C,1.3,,4,4,5,4.06,
288,Toyota,Corolla Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,8,6.4,C,1.6,,4,5,5,4.06,
289,Toyota,Corolla Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,8,6.8,C,1.6,,4,4,5,4.06,
290,Toyota,Corona Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10,7.8,C,2,,4,4,5,4.11,
291,Toyota,Corona Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9.5,9,C,2,,4,3,5,4.11,
292,Toyota,Corona Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9.5,8.5,I,2.4,,4,4,5,3.70,
293,Toyota,Corona Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,10,7.8,C,2,,4,4,5,4.11,
294,Toyota,Corona Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,9.5,9,C,2,,4,3,5,4.11,
295,Toyota,Corona Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,9.5,8.5,I,2.4,,4,3,5,3.73,
296,Toyota,Corona Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9.5,7.2,C,2,,4,5,5,3.88,
297,Toyota,Corona Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9.5,7.6,C,2,,4,4,5,3.88,
298,Toyota,Corona Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9,7.4,I,2.4,,4,5,5,3.58,
299,Toyota,Corona Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9.5,7.2,C,2,,4,5,5,3.88,
300,Toyota,Corona Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9,7.4,I,2.4,,4,5,5,3.42,
301,Toyota,Corona Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9.5,7.6,C,2,,4,4,5,3.88,
302,Toyota,Cressida Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10.5,8.5,I,2.8,,6,4,5,4.10,
303,Toyota,Crown Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11,8.5,I,2.8,,6,4,5,4.10,
304,Toyota,Supra Auto. Liftback 2dr,1986,auto,Hatch,petrol,Passenger,12,9,I,3,,6,4,4,4.30,
305,Toyota,Supra Man. Liftback 2dr,1986,man,Hatch,petrol,Passenger,12,9,I,3,,6,5,4,4.30,
306,Volvo,240 GL Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10,7.6,I,2.3,,4,4,5,3.73,
307,Volvo,240 GL Auto. Wagon 5dr,1986,auto,Wagon,petrol,Passenger,10,7.6,I,2.3,,4,4,5-7,3.73,
308,Volvo,240 GL Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9.5,6.6,I,2.3,,4,5,5,3.31,
309,Volvo,240 GL Man. Wagon 5dr,1986,man,Wagon,petrol,Passenger,9.5,6.6,I,2.3,,4,5,5-7,3.31,
310,Volvo,360 GLT Man. Hatchback 5dr,1986,man,Hatch,petrol,Passenger,10,5.8,I,2,,4,5,5,3.64,
311,Volvo,740 GL Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9.5,7.2,I,2.3,,4,4,5,3.91,
312,Volvo,740 GL Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9.5,7.2,I,2.3,,4,4,5,3.91,
313,Volvo,740 Turbo Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11,8.5,I,2.3,,4,4,5,3.73,
314,Volvo,740 Turbo Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11,7.6,I,2.3,,4,5,5,3.54,
315,Volvo,760 GLE Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11.5,8,I,2.8,,6,4,5,3.54,
316,Alfa Romeo,33 4x4 Man. Wagon 4dr,1987,man,Wagon,petrol,Passenger,10,6.8,C,1.5,,4,5,5,4.11,
317,Alfa Romeo,33 GCL Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,11,7,C,1.5,,4,5,5,4.11,
318,Alfa Romeo,75 Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,12.5,9,I,2.5,,6,5,5,4.10,
319,Alfa Romeo,90 Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,12,9,I,2.5,,6,5,5,4.10,
320,Alfa Romeo,GTV 6 2.5 Man. Coupe 2dr,1987,man,Coupe,petrol,Passenger,12,9,I,2.5,,6,5,4,4.10,
321,Alfa Romeo,Sprint Man. Coupe 2dr,1987,man,Coupe,petrol,Passenger,11,7,C,1.5,,4,5,5,4.11,
322,Audi,200t Auto. Saloon 4dr,1987,auto,Sedan,petrol,Passenger,15,10,I,2.3,,5,3,5,3.08,
323,Audi,80-CC Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,10.5,8.5,I,1.8,,4,3,5,3.25,
324,Audi,80-CC Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,10,7.5,I,1.8,,4,5,5,4.11,
325,Bentley,Mulsanne Auto. Saloon 4dr,1987,auto,Sedan,petrol,Passenger,20,14.5,I,6.8,,8,3,5,3.08,
326,Bentley,Mulsanne 'L'LWB Auto. Saloon 4dr,1987,auto,Sedan,petrol,Passenger,20,14.5,I,6.8,,8,3,5,3.08,
327,BMW,318i Auto. Cabriolet 2dr,1987,auto,Convertible,petrol,Passenger,10.5,7.8,I,1.8,,4,4,5,4.27,
328,BMW,318i Auto. Sedan 2dr,1987,auto,Sedan,petrol,Passenger,10.5,7.8,I,1.8,,4,4,5,4.27,
329,BMW,318i Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,10.5,7.8,I,1.8,,4,4,5,4.27,
330,BMW,318i Man. Cabriolet 2dr,1987,man,Convertible,petrol,Passenger,10.5,7.4,I,1.8,,4,5,5,4.10,
331,BMW,318i Man. Sedan 2dr,1987,man,Sedan,petrol,Passenger,10.5,7.4,I,1.8,,4,5,5,4.10,
332,BMW,318i Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,10.5,7.4,I,1.8,,4,5,5,4.10,
333,BMW,325e Auto. Cabriolet 2dr,1987,auto,Convertible,petrol,Passenger,11,7,I,2.7,,6,4,5,3.15,
334,BMW,325e Auto. Sedan 2dr,1987,auto,Sedan,petrol,Passenger,11,7,I,2.7,,6,4,5,3.15,
335,BMW,325e Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,11,7,I,2.7,,6,4,5,3.15,
336,BMW,325e Man. Cabriolet 2dr,1987,man,Convertible,petrol,Passenger,10.5,7,I,2.7,,6,5,5,3.15,
337,BMW,325e Man. Sedan 2dr,1987,man,Sedan,petrol,Passenger,10.5,7,I,2.7,,6,5,5,3.15,
338,BMW,325e Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,10.5,7,I,2.7,,6,5,5,3.15,
339,BMW,525e Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,12,7.8,I,2.7,,6,4,5,3.15,
340,BMW,525e Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,11,7.8,I,2.7,,6,5,5,3.15,
341,BMW,535i Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,13.5,8.5,I,3.4,,6,4,5,3.46,
342,BMW,535i Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,13,8,I,3.4,,6,5,5,3.46,
343,BMW,635CSi Auto. Sedan 2dr,1987,auto,Sedan,petrol,Passenger,13.5,8.5,I,3.4,,6,4,4,3.46,
344,BMW,635CSi Man. Sedan 2dr,1987,man,Sedan,petrol,Passenger,13,8,I,3.4,,6,5,4,3.46,
345,BMW,735i Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,15,9.2,I,3.4,,6,4,5,3.64,
346,BMW,M535i Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,15.5,10,I,3.4,,6,5,5,3.46,
347,Daihatsu,Charade G-100R Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,7,6,C,1,,3,3,5,3.87,
348,Daihatsu,Charade G-100R Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,6.2,4.6,C,1,,3,5,5,4.50,
349,Daihatsu,Charade G-100RT Turbo Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,6.8,5.2,C,1,,3,5,5,4.64,
350,Daimler,Auto. Saloon 4dr,1987,auto,Sedan,petrol,Passenger,14,9.5,I,3.6,,6,4,5,3.54,
351,Daimler,Double Six Auto. Saloon 4dr,1987,auto,Sedan,petrol,Passenger,18,12.5,I,5.3,,12,3,5,2.88,
352,Fiat,Regatta 100S Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,9.6,6.8,I,1.6,,4,5,5,3.33,
353,Ford,AS Telstar GL & Ghia Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,12,9.5,C,2,,4,3,5,3.45,
354,Ford,AS Telstar GL & Ghia Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,11,7.8,C,2,,4,5,5,3.85,
355,Ford,AS Telstar GL Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,11,8.5,C,2,,4,4,5,3.85,
356,Ford,AS Telstar TX5 & Ghia Auto. Hatchback 4dr,1987,auto,Hatch,petrol,Passenger,12,9.5,C,2,,4,3,5,3.45,
357,Ford,AS Telstar TX5 & Ghia Man. Hatchback 4dr,1987,man,Hatch,petrol,Passenger,11,7.8,C,2,,4,5,5,3.85,
358,Ford,AS Telstar TX5 Turbo Man. Hatchback 4dr,1987,man,Hatch,petrol,Passenger,10,7.4,I,2,,4,5,5,3.85,
359,Ford,FE LTD EFI Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
360,Ford,GC Meteor Ghia EGI Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,8.5,6.2,I,1.6,,4,5,5,4.11,
361,Ford,GC Meteor GL & Ghia Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,9,7,C,1.6,,4,3,5,3.63,
362,Ford,GC Meteor GL & Ghia Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,8.5,6,C,1.6,,4,5,5,3.85,
363,Ford,GC Meteor GL Auto. Wagon 4dr,1987,auto,Wagon,petrol,Passenger,9.5,7.8,C,1.6,,4,3,5,3.63,
364,Ford,GC Meteor GL Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,9,6.2,C,1.6,,4,4,5,3.85,
365,Ford,GC Meteor GL Man. Wagon 4dr,1987,man,Wagon,petrol,Passenger,9,6.8,C,1.6,,4,5,5,3.85,
366,Ford,GC Meteor L Man. Wagon 4dr,1987,man,Wagon,petrol,Passenger,9,6.2,C,1.6,,4,4,5,3.85,
367,Ford,KC Laser Ghia EGI Man. Hatchback 4dr,1987,man,Hatch,petrol,Passenger,8.5,6.2,I,1.6,,4,5,5,4.11,
368,Ford,KC Laser GL & Ghia Auto. Hatchback 4dr,1987,auto,Hatch,petrol,Passenger,9,7,C,1.6,,4,3,5,3.63,
369,Ford,KC Laser GL & Ghia Man. Hatchback 4dr,1987,man,Hatch,petrol,Passenger,8.5,6,C,1.6,,4,5,5,3.85,
370,Ford,KC Laser GL Man. Hatchback 4dr,1987,man,Hatch,petrol,Passenger,9,6.2,C,1.6,,4,4,5,3.85,
371,Ford,KC Laser L & GL Man. Hatchback 4dr,1987,man,Hatch,petrol,Passenger,8,6.2,C,1.3,,4,4,5,4.11,
372,Ford,KC Laser TX3 EGI Man. Hatchback 2dr,1987,man,Hatch,petrol,Passenger,8.5,6.2,I,1.6,,4,5,5,4.11,
373,Ford,XF Fairmont Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,13.5,10,C,4.1,,6,3,5,2.77,
374,Ford,XF Fairmont Auto. Wagon 4dr,1987,auto,Wagon,petrol,Passenger,13.5,10,C,4.1,,6,3,5,2.77,
375,Ford,XF Fairmont EFI Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,13.5,10,I,4.1,,6,3,5,2.77,
376,Ford,XF Fairmont EFI Auto. Wagon 4dr,1987,auto,Wagon,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
377,Ford,XF Fairmont Ghia EFI Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
378,Ford,XF Fairmont Ghia EFI Auto. Wagon 4dr,1987,auto,Wagon,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
379,Ford,XF Fairmont Ghia Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,14,9,I,4.1,,6,5,5,2.92,
380,Ford,XF Falcon Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,12.5,9.5,C,3.3,,6,3,5/6,2.77,
381,Ford,XF Falcon Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,13,10,C,4.1,,6,3,5/6,2.77,
382,Ford,XF Falcon Auto. Wagon 4dr,1987,auto,Wagon,petrol,Passenger,13,9.5,C,3.3,,6,3,5/6,2.92,
383,Ford,XF Falcon Auto. Wagon 4dr,1987,auto,Wagon,petrol,Passenger,13.5,10,C,4.1,,6,3,5/6,2.77,
384,Ford,XF Falcon EFI Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,13.5,10,I,4.1,,6,3,5,2.77,
385,Ford,XF Falcon EFI Auto. Wagon 4dr,1987,auto,Wagon,petrol,Passenger,13.5,10.5,I,4.1,,6,3,5,2.77,
386,Ford,XF Falcon EFI Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,14,9,I,4.1,,6,5,5,2.92,
387,Ford,XF Falcon EFI Man. Wagon 4dr,1987,man,Wagon,petrol,Passenger,14,9,I,4.1,,6,5,5,2.92,
388,Ford,XF Falcon Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,12,9,C,3.3,,6,4,5,2.92,
389,Ford,XF Falcon Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,12,8.5,C,3.3,,6,5,5,3.23,
390,Ford,XF Falcon Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,11.5,8.5,C,4.1,,6,4,5,2.77,
391,Ford,XF Falcon Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,12,8.5,C,4.1,,6,5,5,2.92,
392,Ford,XF Falcon Man. Wagon 4dr,1987,man,Wagon,petrol,Passenger,12.5,9,C,3.3,,6,4,5,3.23,
393,Ford,XF Falcon Man. Wagon 4dr,1987,man,Wagon,petrol,Passenger,12,9,C,3.3,,6,5,5,3.23,
394,Ford,XF Falcon Man. Wagon 4dr,1987,man,Wagon,petrol,Passenger,12,9,C,4.1,,6,4,5,2.77,
395,Ford,XF Falcon Man. Wagon 4dr,1987,man,Wagon,petrol,Passenger,12,8.5,C,4.1,,6,5,5,2.92,
396,Ford,ZL Fairlane EFI Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
397,Holden,JE Camira SL SLX & SLE Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,9,6.2,I,2,,4,5,5,3.94,
398,Holden,"JE Camira SL, SLX & SLE Auto. Sedan 4dr",1987,auto,Sedan,petrol,Passenger,10,7,I,2,,4,3,5,3.33,
399,Holden,"JE Camira SL, SLX & SLE Auto. Wagon 4dr",1987,auto,Wagon,petrol,Passenger,10,7,I,2,,4,3,5,3.33,
400,Holden,"JE Camira SL, SLX & SLE Man. Wagon 4dr",1987,man,Wagon,petrol,Passenger,9,6.2,I,2,,4,5,5,3.94,
401,Holden,JR120 Piazza Auto. Coupe 2dr,1987,auto,Coupe,petrol,Passenger,11,7.8,I,2,,4,4,4,3.91,
402,Holden,JR120 Piazza Man. Coupe 2dr,1987,man,Coupe,petrol,Passenger,10.5,7.8,I,2,,4,5,4,3.91,
403,Holden,LD Astra SL & SLX Man. Hatchback 4dr,1987,man,Hatch,petrol,Passenger,8.5,6.6,I,1.6,,4,5,5,4.17,
404,Holden,LD Astra SLX & SLE Auto. Hatchback 4dr,1987,auto,Hatch,petrol,Passenger,9.5,7.2,I,1.8,,4,3,5,3.48,
405,Holden,LD Astra SLX & SLE Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,9.5,7.2,I,1.8,,4,3,5,3.48,
406,Holden,LD Astra SLX & SLE Man. Hatchback 4dr,1987,man,Hatch,petrol,Passenger,8.5,6.8,I,1.8,,4,5,5,4.17,
407,Holden,LD Astra SLX & SLE Man. Sedan 4dr,1987,man,Sedan,petrol,Passenger,8.5,6.8,I,1.8,,4,5,5,4.17,
408,Holden,LD Astra SLX Auto. Hatchback 4dr,1987,auto,Hatch,petrol,Passenger,9.5,7.2,I,1.6,,4,3,5,3.80,
409,Holden,LD Astra SLX Auto. Sedan 4dr,1987,auto,Sedan,petrol,Passenger,9.5,7.2,I,1.6,,4,3,5,3.80,
