VEHICLE_ID,MANUFACTURER,MODEL,YEAR,TRANSMISSION,BODY_STYLE,FUEL,TYPE_OF_CAR,CITY_CYCLE,HIGHWAY_CYCLE,FUEL_SYSTEM,ENGINE_DISPLACEMENT,ENGINE_DISPLACEMENT_COMMENT,NO_CYLINDERS,NO_GEAR_RATIOS,SEATING_CAPACITY,AXLE_RATIO,ADR8101_CYCLE
2836,Ford,ED Fairmont Auto.(F) Wagon 5dr,1994,auto,Wagon,petrol,Passenger,13,8,I,4,,6,4(F),5,3.27,
2837,Ford,ED Fairmont Auto.(F) Wagon 5dr,1994,auto,Wagon,petrol,Passenger,14.5,9,I,5,,8,4(F),5,3.27,
2838,Ford,ED Falcon Futura Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.8,I,4,,6,4(F),5,3.08,
2839,Ford,ED Falcon Futura Auto.(C) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.8,I,4,,6,4(C),5/6,3.08,
2840,Ford,ED Falcon Futura Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.8,I,4,,6,4(F),5,3.27 LSD,
2841,Ford,ED Falcon Futura Auto.(C) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.8,I,4,,6,4(C),5/6,3.27 LSD,
2842,Ford,ED Falcon Futura Auto.(F) Sedan 4dr,1994,auto,Sedan,lpg,Passenger,16,11,I,4,,6,4(F),5,3.27,
2843,Ford,ED Falcon Futura Auto.(C) Sedan 4dr,1994,auto,Sedan,lpg,Passenger,16,11,I,4,,6,4(C),5/6,3.27,
2844,Ford,ED Falcon Futura Auto.(F) Wagon 5dr,1994,auto,Wagon,petrol,Passenger,12.5,7.8,I,4,,6,4(F),5,3.27,
2845,Ford,ED Falcon Futura Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,12,7.6,I,4,,6,5,5,3.27,
2846,Ford,ED Falcon GLi & Futura Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,14.5,9,I,5,,8,4(F),5,3.27,
2847,Ford,ED Falcon GLi Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.8,I,4,,6,4(F),5,3.08,
2848,Ford,ED Falcon GLi Auto.(C) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.8,I,4,,6,4(C),5/6,3.08,
2849,Ford,ED Falcon GLi Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.8,I,4,,6,4(F),5,3.27 LSD,
2850,Ford,ED Falcon GLi Auto.(C) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.8,I,4,,6,4(C),5/6,3.27 LSD,
2851,Ford,ED Falcon GLi Auto.(F) Sedan 4dr,1994,auto,Sedan,lpg,Passenger,16,11,I,4,,6,4(F),5,3.27,
2852,Ford,ED Falcon GLi Auto.(C) Sedan 4dr,1994,auto,Sedan,lpg,Passenger,16,11,I,4,,6,4(C),5/6,3.27,
2853,Ford,ED Falcon GLi Auto.(F) Wagon 5dr,1994,auto,Wagon,petrol,Passenger,12.5,7.8,I,4,,6,4(F),5,3.27,
2854,Ford,ED Falcon GLi Auto.(C) Wagon 5dr,1994,auto,Wagon,petrol,Passenger,12.5,7.8,I,4,,6,4(C),5/6,3.27,
2855,Ford,ED Falcon GLi Auto.(F) Wagon 5dr,1994,auto,Wagon,petrol,Passenger,14.5,9,I,5,,8,4(F),5,3.27,
2856,Ford,ED Falcon GLi Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,12,7.6,I,4,,6,5,5,3.27,
2857,Ford,ED Falcon GLi Man. Wagon 5dr,1994,man,Wagon,petrol,Passenger,12,7.6,I,4,,6,5,5,3.27,
2858,Ford,ED Falcon XR6 Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,13,8,I,4,,6,4(F),5,3.45,
2859,Ford,ED Falcon XR6 Auto.(F) Wagon 5dr,1994,auto,Wagon,petrol,Passenger,13.5,8.5,I,4,,6,4(F),5,3.45,
2860,Ford,ED Falcon XR6 Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,12,7.8,I,4,,6,5,5,3.45,
2861,Ford,ED Falcon XR6 Man. Wagon 5dr,1994,man,Wagon,petrol,Passenger,12.5,8,I,4,,6,5,5,3.45,
2862,Ford,ED Falcon XR8 & Fairmont Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,14.5,9,I,5,,8,4(F),5,3.27,
2863,Ford,ED Falcon XR8 Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,14,9,I,5,,8,5,5,3.27,
2864,Ford,ED Ghia Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,8,I,4,,6,4(F),5,3.27,
2865,Ford,ED Ghia Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,14.5,9,I,5,,8,4(F),5,3.27,
2866,Ford,KE Laser GL Auto. Wagon 5dr,1994,auto,Wagon,petrol,Passenger,9,7.2,C,1.6,,4,3,5,3.63,
2867,Ford,KE Laser GL Man. Wagon 5dr,1994,man,Wagon,petrol,Passenger,8.5,6.4,C,1.6,,4,5,5,3.85,
2868,Ford,KH Laser Ghia Auto. Hatchback 5dr,1994,auto,Hatch,petrol,Passenger,9,7,I,1.8,,4,4,5,3.48,
2869,Ford,KH Laser Ghia Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,9,7,I,1.8,,4,4,5,3.48,
2870,Ford,KH Laser GL Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,9,7,C,1.6,,4,3,5,3.63,
2871,Ford,KH Laser GL Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,8,6,C,1.6,,4,5,5,3.85,
2872,Ford,"KH Laser S, GLi & Ghia Man. Hatchback 5dr",1994,man,Hatch,petrol,Passenger,8.5,6.2,I,1.8,,4,5,5,3.62,
2873,Ford,KH Laser TX3 Man. Hatchback 3dr,1994,man,Hatch,petrol,Passenger,9,6.8,I,1.8,,4,5,5,4.11,
2874,Ford,KH Laser TX3 Turbo 4WD Man. Hatchback 3dr,1994,man,4WD Hatch,petrol,4WD,10.5,7.6,I,1.8,,4,5,5,4.18,
2875,Ford,KH Laser XL & GL Man. Hatchback 5dr,1994,man,Hatch,petrol,Passenger,8,6,C,1.6,,4,5,5,3.85,
2876,Ford,NC Fairlane Ghia Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,13,8,I,4,,6,4(F),5,3.27,
2877,Ford,NC Fairlane Ghia Auto.(F) Sedan 4dr,1994,auto,Sedan,petrol,Passenger,14.5,9,I,5,,8,4(F),5,3.27,
2878,Ford,PC Courier 2WD Crew cab Man. Pickup 2dr,1994,man,utility,petrol,Light Comm,12.5,,I,2.6,,4,5,5,3.73,
2879,Ford,PC Courier 2WD Std cab Man. Pickup 2dr,1994,man,utility,petrol,Light Comm,12.5,,I,2.6,,4,5,2,3.73,
2880,Ford,PC Courier 2WD Std cab Man. Pickup 2dr,1994,man,utility,petrol,Light Comm,12.5,,I,2.6,,4,5,2,3.73,
2881,Ford,PC Courier 2WD Super cab Man. Pickup 2dr,1994,man,utility,petrol,Light Comm,12.5,,I,2.6,,4,5,2,3.73,
2882,Ford,Raider 4WD Auto.(F) Wagon 4dr,1994,auto,4WD Wagon,petrol,4WD,13,,I,2.6,,4,4(F),7,4.44,
2883,Ford,Raider 4WD Man. Wagon 4dr,1994,man,4WD Wagon,petrol,4WD,12.5,,I,2.6,,4,5,7,4.44,
2884,Ford,SE Capri Barchetta & XR2 Auto. Convertible 2dr,1994,auto,Convertible,petrol,Passenger,9,6.4,I,1.6,,4,4,4,3.84,
2885,Ford,SE Capri Barchetta & XR2 Man. Convertible 2dr,1994,man,Convertible,petrol,Passenger,8.5,6,I,1.6,,4,5,4,4.11,
2886,Ford,SE Capri XR2 Turbo Man. Convertible 2dr,1994,man,Convertible,petrol,Passenger,9,6.4,I,1.6,,4,5,4,3.85,
2887,Ford,WB Festiva Trio & GLi Auto. Hatchback 3dr,1994,auto,Hatch,petrol,Passenger,8,6.2,I,1.3,,4,3,5,3.45,
2888,Ford,WB Festiva Trio & GLi Auto. Hatchback 5dr,1994,auto,Hatch,petrol,Passenger,8,6.2,I,1.3,,4,3,5,3.45,
2889,Ford,WB Festiva Trio & GLi Man. Hatchback 3dr,1994,man,Hatch,petrol,Passenger,7,5.4,I,1.3,,4,5,5,4.06,
2890,Ford,WB Festiva Trio & GLi Man. Hatchback 5dr,1994,man,Hatch,petrol,Passenger,7,5.4,I,1.3,,4,5,5,4.06,
2891,Ford,XG Falcon GLi Auto.(F) Utility 2dr,1994,auto,utility,petrol,Light Comm,12.5,,I,4,,6,4(F),2,3.27,
2892,Ford,XG Falcon GLi Auto.(C) Utility 2dr,1994,auto,utility,petrol,Light Comm,12.5,,I,4,,6,4(C),2/3,3.27,
2893,Ford,XG Falcon GLi Auto.(F) Van 2dr,1994,auto,van,petrol,Light Comm,13,,I,4,,6,4(F),2,3.27,
2894,Ford,XG Falcon GLi Auto.(C) Van 2dr,1994,auto,van,petrol,Light Comm,13,,I,4,,6,4(C),2/3,3.27,
2895,Ford,XG Falcon GLi Man. Utility 2dr,1994,man,utility,petrol,Light Comm,12,,I,4,,6,5,2,3.27,
2896,Ford,XG Falcon GLi Man. Van 2dr,1994,man,van,petrol,Light Comm,12,,I,4,,6,5,2,3.27,
2897,Ford,XG Falcon S Auto.(F) Utility 2dr,1994,auto,utility,petrol,Light Comm,12.5,,I,4,,6,4(F),2,3.27,
2898,Ford,XG Falcon S Man. Utility 2dr,1994,man,utility,petrol,Light Comm,12,,I,4,,6,5,2,3.27,
2899,Ford,XG Falcon XR6 Auto.(F) Utility 2dr,1994,auto,utility,petrol,Light Comm,13,,I,4,,6,4(F),2,3.45,
2900,Ford,XG Falcon XR6 Man. Utility 2dr,1994,man,utility,petrol,Light Comm,13,,I,4,,6,5,2,3.45,
2901,Holden,Jackaroo LWB Wagon 4WD Auto. 4WD 4dr,1994,auto,4WD Wagon,petrol,4WD,15,,I,3.2,,6,4,5,4.55,
2902,Holden,Jackaroo LWB Wagon 4WD Man. 4WD 4dr,1994,man,4WD Wagon,petrol,4WD,14.5,,I,3.2,,6,5,5,4.30,
2903,Holden,Jackaroo SWB Wagon 4WD Auto. 4WD 2dr,1994,auto,4WD Wagon,petrol,4WD,15,,I,3.2,,6,4,4,4.55,
2904,Holden,Jackaroo SWB Wagon 4WD Man. 4WD 2dr,1994,man,4WD Wagon,petrol,4WD,14.5,,I,3.2,,6,5,4,4.30,
2905,Holden,JM Apollo GS Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,11.5,7.6,I,3,,6,4,5,3.63,
2906,Holden,JM Apollo GS Auto. Wagon 4dr,1994,auto,Wagon,petrol,Passenger,12,7.6,I,3,,6,4,5,3.63,
2907,Holden,JM Apollo SLX & GS Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,10,6.6,I,2.2,,4,4,5,3.94,
2908,Holden,JM Apollo SLX & GS Auto. Wagon 4dr,1994,auto,Wagon,petrol,Passenger,10.5,7,I,2.2,,4,4,5,3.94,
2909,Holden,JM Apollo SLX & GS Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,10,6.4,I,2.2,,4,5,5,3.94,
2910,Holden,JM Apollo SLX Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,11.5,7.6,I,3,,6,4,4,3.63,
2911,Holden,JM Apollo SLX Man. Wagon 4dr,1994,man,Wagon,petrol,Passenger,10.5,6.8,I,2.2,,4,5,5,3.94,
2912,Holden,LF Nova GS Auto. Hatchback 4dr,1994,auto,Hatch,petrol,Passenger,8.5,6.8,I,1.8,,4,4,5,2.82,
2913,Holden,LF Nova GS Man. Hatchback 4dr,1994,man,Hatch,petrol,Passenger,8,6.6,I,1.8,,4,5,5,4.06,
2914,Holden,LF Nova SL Auto. Hatchback 4dr,1994,auto,Hatch,petrol,Passenger,8.5,6.8,C,1.6,,4,3,5,3.53,
2915,Holden,LF Nova SL Man. Hatchback 4dr,1994,man,Hatch,petrol,Passenger,8.5,6.4,C,1.6,,4,5,5,4.06,
2916,Holden,LF Nova SLX Limited Auto. Hatchback 4dr,1994,auto,Hatch,petrol,Passenger,8,6.4,I,1.6,,4,4,5,2.96,
2917,Holden,LF Nova SLX Limited Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,8,6.4,I,1.6,,4,4,5,2.96,
2918,Holden,LF Nova SLX Limited Man. Hatchback 4dr,1994,man,Hatch,petrol,Passenger,8,6.2,I,1.6,,4,5,5,4.06,
2919,Holden,LF Nova SLX Limited Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,8,6.2,I,1.6,,4,5,5,4.06,
2920,Holden,SB Barina City Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,7.6,5,I,1.2,,4,5,5,3.74,
2921,Holden,SB Barina GSi Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,7.8,5.4,I,1.6,,4,5,5,3.74,
2922,Holden,SB Barina Joy Auto. Hatchback 2dr,1994,auto,Hatch,petrol,Passenger,8.5,6,I,1.4,,4,4,5,4.05,
2923,Holden,SB Barina Joy Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,8,5.2,I,1.4,,4,5,5,4.18,
2924,Holden,SB Barina Swing Auto. Hatchback 4dr,1994,auto,Hatch,petrol,Passenger,8.5,5.8,I,1.4,,4,4,5,4.05,
2925,Holden,SB Barina Swing Man. Hatchback 4dr,1994,man,Hatch,petrol,Passenger,8,5.2,I,1.4,,4,5,5,4.18,
2926,Holden,VR Berlina & Calais Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12,7.6,I,3.8,,6,4,5,3.08,
2927,Holden,VR Berlina & 'S' Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,11,7,I,3.8,,6,5,5,3.08,
2928,Holden,VR Berlina Auto. Sedan 4dr,1994,auto,Sedan,lpg,Passenger,15,9.5,I,3.8,,6,4,5,3.08,
2929,Holden,VR Berlina Auto. Wagon 4dr,1994,auto,Wagon,petrol,Passenger,12,7.6,I,3.8,,6,4,5,3.08,
2930,Holden,VR Berlina Man. Wagon 4dr,1994,man,Wagon,petrol,Passenger,11,7,I,3.8,,6,5,5,3.08,
2931,Holden,VR Caprice Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.6,I,3.8,,6,4,5,3.08,
2932,Holden,"VR CommExec,'SS'Ber & Cal Auto. Sedan 4dr",1994,auto,Sedan,petrol,Passenger,15,9,I,5,,8,4,5,3.08,
2933,Holden,VR Commodore Acclaim Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12,7.6,I,3.8,,6,4,5,3.08,
2934,Holden,VR Commodore Acclaim Auto. Wagon 4dr,1994,auto,Wagon,petrol,Passenger,12,7.6,I,3.8,,6,4,5,3.08,
2935,Holden,VR Commodore Exec & Berlina Auto. Wagon 4dr,1994,auto,Wagon,petrol,Passenger,15,9.5,I,5,,8,4,5,3.08,
2936,Holden,VR Commodore Exec & Berlina Man. Wagon 4dr,1994,man,Wagon,petrol,Passenger,14,8.5,I,5,,8,5,5,3.08,
2937,Holden,"VR Commodore Exec,'SS'&Berlina Man. Sedan 4dr",1994,man,Sedan,petrol,Passenger,14,8.5,I,5,,8,5,5,3.08,
2938,Holden,VR Commodore Executive Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12,7.6,I,3.8,,6,4,5/6,3.08,
2939,Holden,VR Commodore Executive Auto. Sedan 4dr,1994,auto,Sedan,lpg,Passenger,15,9.5,I,3.8,,6,4,5/6,3.08,
2940,Holden,VR Commodore Executive Auto. Wagon 4dr,1994,auto,Wagon,petrol,Passenger,12,7.6,I,3.8,,6,4,5/6,3.08,
2941,Holden,VR Commodore Executive Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,11,7,I,3.8,,6,5,5/6,3.08,
2942,Holden,VR Commodore Executive Man. Wagon 4dr,1994,man,Wagon,petrol,Passenger,11,7,I,3.8,,6,5,5/6,3.08,
2943,Holden,VR 'S' Utility Auto. Utility 2dr,1994,auto,utility,petrol,Light Comm,15,,I,5,,8,4,2,3.08,
2944,Holden,VR 'S' Utility Man. Utility 2dr,1994,man,utility,petrol,Light Comm,11,,I,3.8,,6,5,2,3.08,
2945,Holden,VR 'S' Utility Man. Utility 2dr,1994,man,utility,petrol,Light Comm,14,,I,5,,8,5,2,3.08,
2946,Holden,VR Statesman & Caprice Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,16,9.5,I,5,,8,4,5,3.08,
2947,Holden,VR Statesman Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,7.6,I,3.8,,6,4,5,3.08,
2948,Holden,VR Utility & 'S' utility Auto. Utility 2dr,1994,auto,utility,petrol,Light Comm,12,,I,3.8,,6,4,2/3,3.08,
2949,Holden,VR Utility Man. Utility 2dr,1994,man,utility,petrol,Light Comm,11,,I,3.8,,6,5,2/3,3.08,
2950,Holden,YE Calibra Auto. Hatchback 2dr,1994,auto,Hatch,petrol,Passenger,10,6.2,I,2,,4,4,4,2.40,
2951,Holden,YE Calibra Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,8.5,5.6,I,2,,4,5,4,3.42,
2952,Honda,*Civic CRX Man. Coupe 2dr,1994,man,Coupe,petrol,Passenger,8,7,I,1.6,,4,5,2,4.266,
2953,Honda,*Integra VTi-R Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,8.5,7.2,I,1.8,,4,5,4,4.400,
2954,Honda,*NSX Auto. Coupe 2dr,1994,auto,Coupe,petrol,Passenger,13,10,I,3,,6,4,2,4.428,
2955,Honda,*NSX Man. Coupe 2dr,1994,man,Coupe,petrol,Passenger,13,10,I,3,,6,5,2,4.062,
2956,Honda,*Prelude Si-SPE/Si Auto. Coupe 2dr,1994,auto,Coupe,petrol,Passenger,10.5,8.5,I,2.3,,4,4,4,4.285,
2957,Honda,*Prelude Si-SPE/Si Man. Coupe 2dr,1994,man,Coupe,petrol,Passenger,10.5,8,I,2.3,,4,5,4,4.266,
2958,Honda,*Prelude VTi-R Man. Coupe 2dr,1994,man,Coupe,petrol,Passenger,9.5,7.2,I,2.2,,4,5,4,4.062,
2959,Honda,Accord Auto. Wagon 4dr,1994,auto,Wagon,petrol,Passenger,10.5,8.5,I,2.2,,4,4,5,4.133,
2960,Honda,Accord EXi Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,11,8.5,I,2.2,,4,4,5,4.133,
2961,Honda,Accord EXi Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,10,7.4,I,2.2,,4,5,5,4.062,
2962,Honda,Accord Man. Wagon 4dr,1994,man,Wagon,petrol,Passenger,10,7.6,I,2.2,,4,5,5,4.062,
2963,Honda,Accord VTi Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,10.5,8,I,2.2,,4,4,5,4.133,
2964,Honda,Accord VTi Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,9.5,7.4,I,2.2,,4,5,5,4.062,
2965,Honda,Accord VTi-S Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,10.5,8,I,2.2,,4,4,5,4.133,
2966,Honda,Accord VTi-S Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,9.5,7.4,I,2.2,,4,5,5,4.062,
2967,Honda,Civic CX Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,7.2,6.2,C,1.5,,4,5,5,4.250,
2968,Honda,Civic GLi Auto. Hatchback 2dr,1994,auto,Hatch,petrol,Passenger,8.5,6.6,I,1.5,,4,4,5,4.333,
2969,Honda,Civic GLi Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,8.5,6.6,I,1.5,,4,4,5,4.333,
2970,Honda,Civic GLi Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,7,6.2,I,1.5,,4,5,5,4.250,
2971,Honda,Civic GLi Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,7,6.2,I,1.5,,4,5,5,4.250,
2972,Honda,Civic VEi Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,6,5,I,1.5,,4,5,5,3.722,
2973,Honda,Civic VTi Auto. Hatchback 2dr,1994,auto,Hatch,petrol,Passenger,9,7.2,I,1.6,,4,4,5,4.333,
2974,Honda,Civic VTi Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,9,7.2,I,1.6,,4,4,5,4.333,
2975,Honda,Civic VTi Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,7.8,6.6,I,1.6,,4,5,5,4.250,
2976,Honda,Civic VTi Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,7.8,6.6,I,1.6,,4,5,5,4.250,
2977,Honda,Integra GSi Auto. Hatchback 2dr,1994,auto,Hatch,petrol,Passenger,9.5,7,I,1.8,,4,4,4,4.357,
2978,Honda,Integra GSi Man. Hatchback 2dr,1994,man,Hatch,petrol,Passenger,8.5,6.8,I,1.8,,4,5,4,4.266,
2979,Honda,Legend Auto. Coupe 2dr,1994,auto,Coupe,petrol,Passenger,12.5,9.5,I,3.2,,6,4,5,4.367,
2980,Honda,Legend Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,9.5,I,3.2,,6,4,5,4.367,
2981,Honda,Prelude S Auto. Coupe 2dr,1994,auto,Coupe,petrol,Passenger,10.5,8.5,I,2.2,,4,4,4,4.285,
2982,Honda,Prelude S Man. Coupe 2dr,1994,man,Coupe,petrol,Passenger,10.5,8,I,2.2,,4,5,4,4.266,
2983,Hyundai,Excel III Auto. Hatchback 3dr,1994,auto,Hatch,petrol,Passenger,7.6,5,I,1.5,,4,4,5,3.65,
2984,Hyundai,Excel III Auto. Hatchback 5dr,1994,auto,Hatch,petrol,Passenger,7.6,5,I,1.5,,4,4,5,3.65,
2985,Hyundai,Excel III Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,7.6,5,I,1.5,,4,4,5,3.65,
2986,Hyundai,Excel III Man. Hatchback 3dr,1994,man,Hatch,petrol,Passenger,7.2,4.8,I,1.5,,4,5,5,3.84,
2987,Hyundai,Excel III Man. Hatchback 5dr,1994,man,Hatch,petrol,Passenger,7.2,4.8,I,1.5,,4,5,5,3.84,
2988,Hyundai,Excel III Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,7.2,4.8,I,1.5,,4,5,5,3.84,
2989,Hyundai,Lantra 1.8 Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,9.5,6.4,I,1.8,,4,4,5,4.35,
2990,Hyundai,Lantra 1.8 Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,9.5,6.4,I,1.8,,4,5,5,4.59,
2991,Hyundai,SCoupe Auto. Coupe 2dr,1994,auto,Coupe,petrol,Passenger,9,5.8,I,1.5,,4,4,4,4.02,
2992,Hyundai,SCoupe Man. Coupe 2dr,1994,man,Coupe,petrol,Passenger,7.6,5.4,I,1.5,,4,5,4,3.84,
2993,Hyundai,SCoupe Man. Coupe 2dr,1994,man,Coupe,petrol,Passenger,7.6,5.4,I,1.5,,4,5,4,3.65,
2994,Hyundai,Sonata 2.0 Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,10.5,7.4,I,2,,4,4,5,4.00,
2995,Hyundai,Sonata 2.0 Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,9.5,6.4,I,2,,4,5,5,4.32,
2996,Hyundai,Sonata 3.0 Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,11.5,8.5,I,3,,6,4,5,3.70,
2997,Jaguar,*XJ40 Auto. Saloon 4dr,1994,auto,Saloon,petrol,Passenger,13,8.5,I,3.2,,6,4,5,4.09,
2998,Jaguar,*XJ40 Auto. Saloon 4dr,1994,auto,Saloon,petrol,Passenger,12.5,8,I,4,,6,4,5,3.58,
2999,Jaguar,*XJ40 Auto. Saloon 4dr,1994,auto,Saloon,petrol,Passenger,18,11,I,6,,12,4,5,3.54,
3000,Jaguar,*XJS Auto. Convertible 2dr,1994,auto,Convertible,petrol,Passenger,12.5,8.5,I,4,,6,4,2,3.54,
3001,Jaguar,*XJS Auto. Convertible 2dr,1994,auto,Convertible,petrol,Passenger,19,11,I,6,,12,4,2,2.88,
3002,Jaguar,*XJS Auto. Coupe 2dr,1994,auto,Coupe,petrol,Passenger,12,8,I,4,,6,4,4,3.54,
3003,Jaguar,*XJS Auto. Coupe 2dr,1994,auto,Coupe,petrol,Passenger,18,10.5,I,6,,12,4,4,2.88,
3004,Jeep,Cherokee 4WD Limited Auto. Wagon 4dr,1994,auto,4WD Wagon,petrol,4WD,15,,I,4,,6,4,5,3.55,
3005,Jeep,Cherokee 4WD Sport Auto. Wagon 4dr,1994,auto,4WD Wagon,petrol,4WD,15,,I,4,,6,4,5,3.55,
3006,Lada,Cevaro Man. Hatchback 5dr,1994,man,Hatch,petrol,Passenger,9.5,6,C,1.3,,4,5,5,3.90,
3007,Lada,Cevaro Man. Hatchback 5dr,1994,man,Hatch,petrol,Passenger,10,6.4,C,1.5,,4,5,5,3.90,
3008,Lada,Niva 4WD Man. Wagon 2dr,1994,man,4WD Wagon,petrol,4WD,12,,C,1.6,,4,5,4,4.10,
3009,Lada,Niva 4WD Toro EFI Man. Wagon 2dr,1994,man,4WD Wagon,petrol,4WD,12,,I,1.6,,4,5,4,4.10,
3010,Lada,Sable Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,9.5,6,C,1.3,,4,5,5,3.90,
3011,Lada,Sable Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,10,6.4,C,1.5,,4,5,5,3.90,
3012,Lada,Volante Man. Hatchback 3dr,1994,man,Hatch,petrol,Passenger,9.5,6,C,1.3,,4,5,5,3.90,
3013,Lada,Volante Man. Hatchback 3dr,1994,man,Hatch,petrol,Passenger,10,6.4,C,1.5,,4,5,5,3.90,
3014,Lexus,Lexus ES300 Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12,7.8,I,3,,6,4,5,3.93,
3015,Lexus,Lexus LS400 Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,12.5,9,I,4,,8,4,5,3.62,
3016,Mazda,*RX-7 Man. Coupe 2dr,1994,man,Coupe,petrol,Passenger,13,7.6,I,1.3,,2,5,2,4.10,
3017,Mazda,121 Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,8,5.6,I,1.3,,4,4,5,3.74,
3018,Mazda,121 Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,8.5,6.8,I,1.5,,4,4,5,3.74,
3019,Mazda,121 Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,7.2,5.4,I,1.3,,4,5,5,4.06,
3020,Mazda,121 Man. Sedan 4dr,1994,man,Sedan,petrol,Passenger,7.8,6.4,I,1.5,,4,5,5,4.11,
3021,Mazda,1800 Man. Van 3dr,1994,man,van,petrol,Light Comm,10.5,,C,1.8,,4,5,3/6,4.44,
3022,Mazda,323 Astina Auto. Hatchback 5dr,1994,auto,Hatch,petrol,Passenger,10.5,7.2,I,1.8,,4,4,5,3.83,
3023,Mazda,323 Astina Auto. Hatchback 5dr,1994,auto,Hatch,petrol,Passenger,11.5,8.5,I,2,,6,4,5,4.38,
3024,Mazda,323 Astina Auto. Sedan 4dr,1994,auto,Sedan,petrol,Passenger,11.5,8.5,I,2,,6,4,5,4.38,
3025,Mazda,323 Astina Man. Hatchback 5dr,1994,man,Hatch,petrol,Passenger,9.5,6.6,I,1.8,,4,5,5,4.11,
3026,Mazda,323 Astina Man. Hatchback 5dr,1994,man,Hatch,petrol,Passenger,11,8.5,I,2,,6,5,5,4.39,
